Rang,Uporabniško ime,Elo,Id,Država,Država številka,Skupaj igre,Skupaj zmage,Skupaj remiji,Skupaj porazi,Naslov,Strela elo,Metek elo,Ime,Priimek,Opazovalci,Datum,Spol,Celina,Obratna vrednost prebivalstva,Leto
166,Tuttovabene72,2536,292275495,Italy,76,556,346,36,174,Nima naslova,2623,2610,,,1443,2023-06-09,Ni znano,Europe,1.697221260133493e-08,2023
167,Coach_Mihai1503,2535,35119762,Romania,115,338,168,23,147,Nima naslova,2500,2505,Mihai,Venețeanu,1376,2017-04-28,Moški,Europe,5.245376344999732e-08,2017
168,LLRChess,2535,27648968,France,52,148,85,22,41,FM,2594,2055,Leopold,Le Ruyet,2861,2016-04-08,Moški,Europe,1.4562824022834507e-08,2016
169,Wizard456,2535,19519644,India,69,160,60,49,51,GM,2909,2811,Diptayan,Ghosh,9067,2014-10-31,Ni znano,Asia,7.054713536302145e-10,2014
170,futuresuperg,2535,142535179,Jordan,80,194,138,11,45,Nima naslova,2431,2212,,,235,2021-05-30,Ni znano,Asia,8.522243054371911e-08,2021
171,Alex108108,2535,126006786,Belgium,5,532,344,48,140,Nima naslova,2610,2291,,,1672,2021-03-05,Ni znano,Europe,8.456265589654132e-08,2021
172,alexboy14,2535,109315520,Ukraine,141,773,493,44,236,CM,2801,2803,Oleksii,Nakonechnyi,1463,2021-01-02,Moški,Europe,3.0430284218854606e-08,2021
173,prepredeni,2534,29171636,Serbia,231,276,130,15,131,Nima naslova,2765,2514,febo,febovic,4023,2016-07-22,Ni znano,Europe,1.5225838003478496e-07,2016
174,0817chess,2534,111814442,England,159,124,68,12,44,Nima naslova,2909,2714,,,2665,2021-01-12,Ni znano,Ni podatka,Ni znano,2021
175,QuCaNi99,2532,423406987,Germany,54,202,149,19,34,Nima naslova,2504,2502,,,95,2025-01-24,Ni znano,Europe,1.1964994255606259e-08,2025
176,MFBerna,2532,21767564,Brazil,27,504,270,70,164,FM,2587,2520,Bernardo,Vainzoff Sztokbant,14026,2015-03-31,Moški,South America,4.7040284123316105e-09,2015
177,SzMM19,2531,85692654,Germany,54,1010,216,589,205,FM,2811,2819,Marton Mihaly,Szabo,3982,2020-07-04,Ni znano,Europe,1.1964994255606259e-08,2020
178,thespanker2,2531,162716799,Netherlands,101,560,331,67,162,Nima naslova,2608,2506,,,1098,2021-11-26,Ni znano,Europe,5.530684986950072e-08,2021
179,fandorin2005,2530,56347874,Fiji,50,282,210,26,46,Nima naslova,2502,2011,,,621,2019-01-21,Ni znano,Oceania,1.1100393064918428e-06,2019
180,kevin66666,2530,138700478,China,33,1788,940,133,715,Nima naslova,2527,2384,cengcheng,li,472,2021-05-04,Ni znano,Asia,7.100860624307666e-10,2021
181,yk2245,2529,69983128,International,225,628,394,99,135,Nima naslova,2600,2307,,,1529,2019-12-28,Ni znano,Ni podatka,Ni znano,2019
182,ChessMaster2011_1,2529,417223103,India,69,115,60,19,36,FM,3042,2693,Jake,Shanty,1110,2025-01-12,Moški,Asia,7.054713536302145e-10,2025
183,hectorfiori,2529,40788206,Argentina,4,24,14,5,5,CM,2553,2174,Hector,Fiori,9148,2017-11-27,Moški,South America,2.1246019106842426e-08,2017
184,FeelYourMoves,2529,306343767,France,52,45,32,2,11,Nima naslova,2621,2709,,,3787,2023-08-16,Ni znano,Europe,1.4562824022834507e-08,2023
185,GMRenierGonzalez,2529,14091698,United States,2,385,355,7,23,GM,2801,2801,Renier,Gonzalez,5598,2013-10-28,Ni znano,North America,2.9402166800915e-09,2013
186,AurenChess,2528,404542809,Japan,78,300,187,52,61,Nima naslova,2801,2861,Aury,,13905,2024-11-23,Ni znano,Asia,8.106355382619975e-09,2024
187,Moriarty_G1,2527,206641611,Georgia,53,35,30,1,4,Nima naslova,2682,2802,,,107,2022-11-15,Ni znano,Asia,2.699419624780672e-07,2022
188,chesskingjinwoo,2526,121068870,South Korea,175,920,617,78,225,Nima naslova,2668,2625,Jinwoo,Noh,2877,2021-02-14,Ni znano,Asia,1.9544770247512235e-08,2021
189,ntphuc1122,2525,342500227,Vietnam,149,767,550,60,157,Nima naslova,2429,2086,,,1132,2024-01-31,Ni znano,Asia,9.867401853887461e-09,2024
190,TROYNOY_UKUS,2524,40598834,Russia,116,484,317,40,127,Nima naslova,2379,Ne igra metka,,,232,2017-11-21,Ni znano,Asia,6.847986512205766e-09,2017
191,Vasilalex,2524,29165642,Bulgaria,28,237,155,24,58,Nima naslova,2492,2160,Vasil,Vasilev,1359,2016-07-22,Moški,Europe,1.5534318416245168e-07,2016
192,UmanWdd,2523,89315706,China,33,326,250,19,57,Nima naslova,2803,2599,天佑,况,404,2020-08-18,Ni znano,Asia,7.100860624307666e-10,2020
193,chesslh93,2523,63341306,Macao,90,2427,1478,410,539,CM,2426,2256,Hui,Li,4237,2019-07-16,Ni znano,Asia,1.4579384749963552e-06,2019
194,Mattechecetmatt,2523,56969636,Belgium,5,1389,853,177,359,Nima naslova,2843,2713,,,3645,2019-02-05,Ni znano,Europe,8.456265589654132e-08,2019
195,DanielSaiz01,2523,200572809,Brazil,27,253,149,16,88,FM,2576,2409,Daniel Evelio,Saiz Rodríguez,1261,2022-10-06,Moški,South America,4.7040284123316105e-09,2022
196,NedJulpie,2522,37991524,Sudan,178,25,15,7,3,IM,2635,2521,Omár,Eltigani,1118,2017-08-21,Ni znano,Africa,1.935658704657195e-08,2017
197,KimKahre,2521,89413460,Finland,51,23,16,0,7,NM,2213,2307,Kim,Kahre,293,2020-08-19,Ženska,Europe,1.7712749158600132e-07,2020
198,chantilly500,2521,333579441,France,52,230,139,21,70,Nima naslova,2771,2377,,,317,2023-12-20,Ni znano,Europe,1.4562824022834507e-08,2023
199,grzechu96,2521,22775950,Poland,112,140,47,37,56,GM,2794,2598,Grzegorz,Nasuta,5796,2015-06-11,Moški,Europe,2.6729391639046296e-08,2015
200,AnthonyWirig,2521,18206892,France,52,419,346,26,47,GM,2923,2850,Anthony,Wirig,30845,2014-07-24,Moški,Europe,1.4562824022834507e-08,2014
201,KonungrRagnar,2520,42264452,United States,2,60,60,0,0,Nima naslova,2507,2370,,,225,2018-01-12,Ni znano,North America,2.9402166800915e-09,2018
202,AndrBaryshpolets,2520,27856580,United States,2,38,25,8,5,GM,2708,2626,Andrii,Baryshpolets,5481,2016-04-21,Moški,North America,2.9402166800915e-09,2016
203,JonasRath,2520,10766794,Canada,3,425,282,48,95,CM,2616,2390,Evgeni,Miller,9215,2013-02-10,Moški,North America,2.4068091325987446e-08,2013
204,AsafGivon,2519,7701568,Israel,75,199,159,22,18,IM,2783,2850,Asaf,Givon,9391,2012-05-27,Moški,Asia,9.895307645114687e-08,2012
205,Bobbylow,2519,5129917,Canada,3,64,48,4,12,IM,2555,2641,Bindi,Cheng,17968,2011-05-15,Ni znano,North America,2.4068091325987446e-08,2011
206,Tsubasa,2519,4809188,Poland,112,78,46,9,23,IM,2495,2601,Marcin,Szymański,6326,2011-03-05,Moški,Europe,2.6729391639046296e-08,2011
207,3indica8,2519,455474032,France,52,179,126,17,36,Nima naslova,Ne igra strele,Ne igra metka,,,57,2025-05-30,Ni znano,Europe,1.4562824022834507e-08,2025
208,DiaDeLaMuertos,2518,73823822,Angola,319,4290,2501,232,1557,Nima naslova,2510,2552,,,4450,2020-03-18,Ni znano,Africa,2.764648691529097e-08,2020
209,VitorKoren,2518,107177642,Brazil,27,3612,2010,237,1365,Nima naslova,2513,2500,Vitor,Koren,4684,2020-12-25,Ni znano,South America,4.7040284123316105e-09,2020
210,koncheto,2517,4883285,Bulgaria,28,905,546,153,206,CM,2801,2939,Ivan,Kochiev,13088,2011-03-21,Moški,Europe,1.5534318416245168e-07,2011
211,nimzo31,2517,243473919,Indonesia,70,1433,893,84,456,Nima naslova,2509,2023,Adit,Lolana,1717,2023-02-10,Ni znano,Asia,3.515694987049973e-09,2023
212,Adilson1234,2517,190364035,Angola,319,2459,1370,237,852,Nima naslova,2311,2203,Adilson,João,896,2022-07-18,Ni znano,Africa,2.764648691529097e-08,2022
213,Igor_Janik,2516,9855364,Poland,112,70,47,9,14,GM,2869,2996,Igor,Janik,18903,2012-12-01,Moški,Europe,2.6729391639046296e-08,2012
214,BerndChess444,2516,409655823,Germany,54,276,206,19,51,Nima naslova,2542,2535,,,160,2024-12-15,Ni znano,Europe,1.1964994255606259e-08,2024
215,singuIar_brain_ceIl,2515,413402117,United States,2,281,184,25,72,Nima naslova,2749,2860,,,2692,2024-12-28,Ni znano,North America,2.9402166800915e-09,2024
216,PJBBEARD,2515,410962581,Spain,163,391,200,37,154,Nima naslova,2445,Ne igra metka,,,123,2024-12-20,Ni znano,Europe,2.0277415730152532e-08,2024
217,VlasoffChess,2515,409200663,Russia,116,223,123,23,77,Nima naslova,2775,2506,Александр,Власов,335,2024-12-13,Ni znano,Asia,6.847986512205766e-09,2024
218,ekurtz,2515,25362284,United States,2,1460,759,124,577,NM,2903,2400,Eric,Kurtz,26379,2015-12-01,Moški,North America,2.9402166800915e-09,2015
219,juanchacon1,2514,8646666,Colombia,34,666,339,52,275,Nima naslova,2414,2053,juan,chacon,1337,2012-08-23,Ni znano,South America,1.897678971621957e-08,2012
220,marqumax,2514,63343454,France,52,749,397,67,285,Nima naslova,2451,2300,,,11891,2019-07-16,Ni znano,Europe,1.4562824022834507e-08,2019
221,Wotgenie,2514,55667092,Germany,54,3288,2006,329,953,CM,2650,2804,Marcel,Petersen,5265,2019-01-07,Moški,Europe,1.1964994255606259e-08,2019
222,sokidze,2514,44055842,Ukraine,141,144,74,31,39,GM,2939,2633,Ihor,Samunenkov,17972,2018-03-08,Moški,Europe,3.0430284218854606e-08,2018
223,DoNotTouchMyKing79,2514,319718561,Italy,76,36,15,4,17,Nima naslova,2226,2229,,,546,2023-10-15,Ni znano,Europe,1.697221260133493e-08,2023
224,EvilNova_offl,2513,99743602,India,69,137,91,9,37,Nima naslova,2535,2279,Sairaj,,699,2020-11-26,Ni znano,Asia,7.054713536302145e-10,2020
225,Komot209,2513,47006528,Poland,112,2702,1394,355,953,Nima naslova,2338,2060,,,648,2018-06-11,Ni znano,Europe,2.6729391639046296e-08,2018
226,Silunwen,2513,447692782,Scotland,162,377,262,53,62,Nima naslova,1953,2007,,,105,2025-04-26,Ni znano,Ni podatka,Ni znano,2025
227,Unmerciful_life,2513,150725933,Türkiye,138,42,33,5,4,FM,2641,2553,Taha,Ozkan,527,2021-08-10,Moški,Asia,1.1673386490511218e-08,2021
228,FAGUBAI,2512,75629710,India,69,73,47,7,19,Nima naslova,2093,949,,,82,2020-04-04,Ni znano,Asia,7.054713536302145e-10,2020
229,ivanuraev,2512,33569989,Russia,116,220,123,16,81,FM,2680,2701,Иван,Ураев,1803,2017-02-28,Ni znano,Asia,6.847986512205766e-09,2017
230,OldSlowVeryWeak,2511,453013106,France,52,140,93,8,39,CM,2718,2834,Dominique,Vernadeau,184,2025-05-19,Ni znano,Europe,1.4562824022834507e-08,2025
231,c63_amg,2511,24173096,Canada,3,463,130,107,226,IM,2905,2904,Artiom,Samsonkin,24749,2015-09-18,Moški,North America,2.4068091325987446e-08,2015
232,Fy_Rakotomaharo,2510,9117260,Madagascar,198,61,44,7,10,IM,2801,2747,Fy Antenaina,Rakotomaharo,4828,2012-10-02,Ni znano,Africa,3.151885385344149e-08,2012
233,DropTheCanon,2510,380886863,Australia,17,547,320,84,143,Nima naslova,2530,2472,,,492,2024-08-13,Ni znano,Oceania,3.649633304918505e-08,2024
234,Vineel_is_a_Grandmaster,2510,347780601,India,69,220,134,26,60,Nima naslova,2778,2718,,,1262,2024-02-27,Ni znano,Asia,7.054713536302145e-10,2024
235,RANDOMBRODUDE,2510,346587005,Qatar,206,512,319,37,156,Nima naslova,2294,2175,,,127,2024-02-21,Ni znano,Asia,3.15156771584457e-07,2024
236,levente_k,2509,351990313,Hungary,67,936,537,150,249,Nima naslova,2564,2258,,,553,2024-03-20,Ni znano,Europe,1.0482727505062633e-07,2024
237,FutChChamp,2509,326817227,Norway,104,490,261,54,175,Nima naslova,2412,1514,,,266,2023-11-18,Ni znano,Europe,1.7835027423138165e-07,2023
238,Novice_Noah,2508,87399318,United States,2,134,52,33,49,Nima naslova,2600,2700,Novice,Noah,6160,2020-07-23,Ni znano,North America,2.9402166800915e-09,2020
239,TheChessChannel,2508,55747024,United States,2,143,94,17,32,NM,2578,2338,Mike,Ellenbogen,5647,2019-01-09,Moški,North America,2.9402166800915e-09,2019
240,Morocewich64,2508,35056494,Denmark,41,279,181,17,81,CM,2529,2277,Bjarne,Light,560,2017-04-25,Moški,Europe,1.6659947154647626e-07,2017
241,TitanChess666,2508,26877916,United States,2,515,275,79,161,FM,2654,2769,Austin,Mei,11841,2016-02-22,Moški,North America,2.9402166800915e-09,2016
242,mitrabhaa,2507,47092728,India,69,412,238,70,104,GM,2955,3008,Mitrabha,Guha,46889,2018-06-14,Ni znano,Asia,7.054713536302145e-10,2018
243,pandawoo100,2507,413148789,United States,2,463,287,45,131,Nima naslova,1954,2044,,,219,2024-12-27,Ni znano,North America,2.9402166800915e-09,2024
244,BienenSind,2507,341373037,Germany,54,757,464,55,238,Nima naslova,2522,2198,Hard,Working Bee,319,2024-01-26,Ni znano,Europe,1.1964994255606259e-08,2024
245,happysunegg,2507,329199845,Hong Kong,66,540,321,66,153,Nima naslova,2501,2600,,,962,2023-11-28,Ni znano,Asia,1.328462304882099e-07,2023
246,swtos69,2507,233787949,Greece,56,97,71,9,17,Nima naslova,2576,2404,,,168,2023-01-27,Ni znano,Europe,9.614718980993623e-08,2023
247,Saculdonpapa,2507,17025088,Chile,32,829,605,89,135,Nima naslova,2556,2549,Sacul,Vigil,1689,2014-04-23,Ni znano,South America,4.948791636225412e-08,2014
248,mostafa_sakha,2506,998201,Iran,71,297,215,22,60,CM,2523,2240,Mostafa,Sakhaei,3271,2008-01-23,Moški,Asia,1.1633182489733717e-08,2008
249,evernew,2506,7312997,France,52,334,209,33,92,Nima naslova,2116,Ne igra metka,Raphael,HERAN,152,2012-04-16,Moški,Europe,1.4562824022834507e-08,2012
250,domer1708,2506,49161756,Poland,112,283,175,28,80,Nima naslova,2507,2430,,,374,2018-08-27,Ni znano,Europe,2.6729391639046296e-08,2018
251,kazuko-chan,2506,371633593,Japan,78,488,323,61,104,Nima naslova,2727,2501,Luna (Xiaowen),Cao,1460,2024-06-24,Ženska,Asia,8.106355382619975e-09,2024
252,mittel1,2506,218396627,Israel,75,247,122,32,93,IM,2614,1600,Gur,Mittelman,959,2022-12-30,Moški,Asia,9.895307645114687e-08,2022
253,arm_day,2506,19584154,United States,2,311,203,25,83,Nima naslova,2474,2309,,,120,2014-11-04,Ni znano,North America,2.9402166800915e-09,2014
254,jammybambo,2505,8444522,United Kingdom,164,1143,569,103,471,Nima naslova,2373,2408,James,Golding,4228,2012-08-05,Moški,Europe,1.4648750288012741e-08,2012
255,IMRosen,2505,6555034,United States,2,207,123,24,60,IM,2754,2749,Eric,Rosen,139910,2012-01-24,Moški,North America,2.9402166800915e-09,2012
256,Bini-Gwen-Official,2505,419035279,Philippines,111,227,128,18,81,Nima naslova,2427,2516,,,273,2025-01-19,Ni znano,Asia,8.762429506254623e-09,2025
257,SemenRuZ,2505,406143529,Germany,54,151,115,9,27,Nima naslova,2758,2620,FM David,Pogosov,221,2024-11-30,Ni znano,Europe,1.1964994255606259e-08,2024
258,riga1960,2505,39842118,Latvia,85,216,108,32,76,Nima naslova,2727,Ne igra metka,,,2383,2017-10-28,Ni znano,Europe,5.463286713286713e-07,2017
259,ATM622,2505,30014686,Catalonia,315,1242,743,113,386,CM,2702,2586,Jack,Mizzi,25034,2016-09-19,Moški,Ni podatka,Ni znano,2016
260,ozen_metehan,2505,199212023,Türkiye,138,237,146,26,65,CM,2581,2522,Metehan,Ozen,354,2022-09-28,Moški,Asia,1.1673386490511218e-08,2022
261,BrilliantSpy,2504,90412224,Monaco,97,262,141,25,96,Nima naslova,2813,2679,,,601,2020-09-02,Ni znano,Europe,2.6026078130286547e-05,2020
262,Krzysztof_Gmaj,2504,88741782,Poland,112,255,198,17,40,Nima naslova,2656,2506,,,1097,2020-08-10,Ni znano,Europe,2.6729391639046296e-08,2020
263,Michuu95,2504,55389746,Poland,112,11283,5275,678,5330,Nima naslova,2350,2233,,,6556,2019-01-01,Ni znano,Europe,2.6729391639046296e-08,2019
264,masteringchessdra,2504,352144201,India,69,736,441,61,234,Nima naslova,2482,Ne igra metka,,,409,2024-03-20,Ni znano,Asia,7.054713536302145e-10,2024
265,kyawlayhtaik8,2504,194443927,Myanmar,201,438,291,33,114,FM,2333,2062,Ko,Htaik,1010,2022-08-23,Ni znano,Asia,1.9486812455565197e-08,2022
266,Virre_firre,2504,145651117,Sweden,132,1184,687,95,402,CM,2605,2506,Vidar,Seiger,1162,2021-06-23,Moški,Europe,9.440476192723924e-08,2021
267,Magnus_misr,2504,13431588,Egypt,45,97,63,7,27,Nima naslova,2480,2546,god,bless u,4562,2013-09-06,Ni znano,Africa,9.322161406512797e-09,2013
268,Legendinunknown,2503,8196464,India,69,196,102,36,58,IM,2832,2750,Harshavardhan,GB,7014,2012-07-14,Ni znano,Asia,7.054713536302145e-10,2012
269,BeztDonut,2503,46537884,International,225,10258,5378,1024,3856,Nima naslova,2619,2512,,,6317,2018-05-26,Ni znano,Ni podatka,Ni znano,2018
270,ChuBeBanBom,2503,427450695,Japan,78,427,230,61,136,Nima naslova,2566,2339,Big,K,232,2025-02-08,Ni znano,Asia,8.106355382619975e-09,2025
271,Lucky_Succeed_68,2503,399682019,Vietnam,149,199,142,23,34,Nima naslova,2570,2498,,,456,2024-10-31,Ni znano,Asia,9.867401853887461e-09,2024
272,ILS28L,2503,200326057,International,225,69,51,6,12,Nima naslova,2484,Ne igra metka,,,376,2022-10-05,Ni znano,Ni podatka,Ni znano,2022
273,SpartacusDM,2503,13280772,Catalonia,315,98,69,12,17,FM,2667,2404,Daniel,Milekic,9707,2013-08-25,Moški,Ni podatka,Ni znano,2013
274,moro182,2503,12610836,Italy,76,201,116,33,52,GM,2858,2806,Luca Moroni,Jr,35577,2013-07-06,Moški,Europe,1.697221260133493e-08,2013
275,Henry940622,2502,68805956,Cuba,37,1374,746,121,507,Nima naslova,2400,2000,Henry,Alvarez⚔️,330,2019-12-03,Moški,North America,1.0258507200497497e-07,2019
276,fgm1ke,2502,56845158,Armenia,14,95,61,14,20,FM,2735,2814,Mikayel,Rostomyan,3559,2019-02-02,Moški,Asia,3.2455941060011037e-07,2019
277,OrigaML,2502,4300694,Singapore,125,205,127,8,70,Nima naslova,2805,2845,S,S,1059,2010-11-24,Ni znano,Asia,1.6564793188557042e-07,2010
278,Deuterio010,2502,309058353,Spain,163,42,30,8,4,FM,2802,2821,Jaime,Rey Martinez,866,2023-08-29,Moški,Europe,2.0277415730152532e-08,2023
279,frogkgj,2502,186953267,Paralympic,355,349,214,34,101,Nima naslova,2601,2721,,,2822,2022-06-15,Ni znano,Ni podatka,Ni znano,2022
280,lainmqn,2501,69829834,Germany,54,4466,1746,538,2182,Nima naslova,2362,1934,,,874,2019-12-25,Ni znano,Europe,1.1964994255606259e-08,2019
281,Sadykov_Ramil,2501,48586170,Russia,116,459,353,25,81,FM,2901,2811,Рамиль,Садыков,2954,2018-08-08,Ni znano,Asia,6.847986512205766e-09,2018
282,The-Thunder-of-Blunder,2501,439232109,Austria,18,167,122,10,35,Nima naslova,2533,2506,,,46,2025-03-23,Ni znano,Europe,1.0868465375949455e-07,2025
283,talmab123,2501,29658988,Austria,18,52,32,1,19,Nima naslova,2441,2283,,,716,2016-08-27,Ni znano,Europe,1.0868465375949455e-07,2016
284,mtecrl,2501,2791692,Türkiye,138,681,358,95,228,Nima naslova,2378,1989,Musa,Tecirli,1983,2010-05-02,Moški,Asia,1.1673386490511218e-08,2010
285,davidcrafter67,2501,176082365,Canada,3,3124,1545,241,1338,Nima naslova,2508,2185,E d i s o n,W.,836,2022-03-10,Ni znano,North America,2.4068091325987446e-08,2022
286,Julmiri,2501,14489470,Malaysia,92,172,122,8,42,Nima naslova,2716,2700,julmiri,Muhammad Zulfaqar Abu Bakar,12260,2013-11-19,Ni znano,Asia,2.9212688823517382e-08,2013
287,chika-lily,2501,105641332,Taiwan,134,394,369,18,7,CM,2806,2824,Joseph,Wan,19890,2020-12-19,Moški,Asia,4.284869064685069e-08,2020
288,VD_coach,2500,81069604,Armenia,14,1897,889,403,605,FM,2733,2500,Vardan,Danielian,4716,2020-05-31,Moški,Asia,3.2455941060011037e-07,2020
289,Chess_Star1234,2500,78680236,United States,2,3228,1756,353,1119,NM,2591,2627,Aryan,Achuthan,10385,2020-05-05,Moški,North America,2.9402166800915e-09,2020
290,Zbrodniarz1889,2500,396519657,Poland,112,572,311,56,205,Nima naslova,2464,2503,Zbrodniarski,Buszek,1099,2024-10-17,Ni znano,Europe,2.6729391639046296e-08,2024
291,e4evr,2500,37117068,United Kingdom,164,591,340,69,182,CM,2505,2406,Thomas,Villiers,2781,2017-07-18,Moški,Europe,1.4648750288012741e-08,2017
292,arvind_kyn,2500,25540926,India,69,1654,1198,149,307,Nima naslova,2543,1756,arvind,iyer,2271,2015-12-12,Ni znano,Asia,7.054713536302145e-10,2015
293,the,2500,197695851,United States,2,98,67,12,19,NM,2728,3000,Eric,Feng,8608,2022-09-17,Moški,North America,2.9402166800915e-09,2022
294,THORK,2500,1897250,Spain,163,1304,746,97,461,CM,2513,2409,Juan Pedro,Cordón Gutiérrez,23292,2009-04-30,Moški,Europe,2.0277415730152532e-08,2009
295,lepolatupukki,2499,310216253,Finland,51,2264,1395,236,633,Nima naslova,2613,2604,,,1081,2023-09-03,Ni znano,Europe,1.7712749158600132e-07,2023
296,SUPERFASTGM_29,2499,302120295,India,69,190,130,12,48,Nima naslova,2514,2638,,,140,2023-07-26,Ni znano,Asia,7.054713536302145e-10,2023
297,IfanRJ,2499,25271832,Wales,166,892,467,79,346,CM,2472,2507,Ifan,Rathbone-Jones,3270,2015-11-26,Ni znano,Ni podatka,Ni znano,2015
298,eenschaakmens,2499,209547333,European Union,351,639,343,108,188,Nima naslova,2430,2208,,,383,2022-11-30,Ni znano,Ni podatka,Ni znano,2022
299,EvgeniyKochengin,2498,42471454,Russia,116,548,289,41,218,Nima naslova,2506,2506,Evgeniy,Kochengin,438,2018-01-19,Moški,Asia,6.847986512205766e-09,2018
300,Sankalp_Gupta2003,2498,28259018,India,69,151,63,27,61,GM,2960,3000,Sankalp,Gupta,10541,2016-05-19,Ni znano,Asia,7.054713536302145e-10,2016
301,EduardoTare,2498,150434465,Philippines,111,256,170,23,63,Nima naslova,2404,2284,Eduardo,Tare II,205,2021-08-07,Moški,Asia,8.762429506254623e-09,2021
302,blitzek,2498,128116154,Poland,112,251,204,20,27,Nima naslova,2806,2715,,,2882,2021-03-14,Ni znano,Europe,2.6729391639046296e-08,2021
303,gmvladko,2498,10674312,United States,2,45,15,17,13,GM,1933,2000,Vladimir,Georgiev,7800,2013-02-02,Moški,North America,2.9402166800915e-09,2013
304,Oldboy2003,2497,62393194,Argentina,4,702,346,88,268,Nima naslova,2416,Ne igra metka,Fernando,Urquiza,182,2019-06-17,Moški,South America,2.1246019106842426e-08,2019
305,ShikhariShambu,2497,55091328,India,69,2534,1268,242,1024,Nima naslova,2547,2264,Lion,King,990,2018-12-25,Moški,Asia,7.054713536302145e-10,2018
306,TargetA,2497,38160500,India,69,65,50,8,7,IM,2623,2577,Viani Antonio,D&#039;cunha,6879,2017-08-27,Ni znano,Asia,7.054713536302145e-10,2017
307,leleliuhuidi,2497,35568286,China,33,134,92,17,25,Nima naslova,2677,2530,Xiao,Liu,439,2017-05-16,Ni znano,Asia,7.100860624307666e-10,2017
308,Yaacovn,2496,5798507,United States,2,729,257,173,299,IM,2906,2831,Yaacov,Norowitz,512663,2011-09-16,Moški,North America,2.9402166800915e-09,2011
309,Gareth-Bale11,2496,41469040,Armenia,14,127,51,30,46,GM,2973,2934,Mamikon,Gharibyan,8398,2017-12-18,Moški,Asia,3.2455941060011037e-07,2017
