Rang,Uporabniško ime,Elo,Id,Država,Država številka,Skupaj igre,Skupaj zmage,Skupaj remiji,Skupaj porazi,Naslov,Strela elo,Metek elo,Ime,Priimek,Opazovalci,Datum,Spol,Celina,Obratna vrednost prebivalstva,Leto
739,Lalalalavidavivivivi,2437,129086000,Indonesia,70,432,299,17,116,Nima naslova,1726,1448,Yosua,Gultom,35,2021-03-18,Ni znano,Asia,3.515694987049973e-09,2021
740,IncredibleBubacik,2436,88979138,Slovakia,126,77,54,8,15,GM,2736,2807,Christopher,Repka,967,2020-08-13,Moški,Europe,1.8463885931589825e-07,2020
741,PresentChoice,2436,53811286,Algeria,223,968,507,91,370,Nima naslova,2600,2424,,,912,2018-12-20,Ni znano,Africa,2.109704641350211e-08,2018
742,III909,2436,435996333,International,225,328,172,31,125,Nima naslova,2400,2417,,,284,2025-03-11,Ni znano,Ni podatka,Ni znano,2025
743,Valkiro,2436,430381,Poland,112,2504,1365,238,901,Nima naslova,2123,1517,,,1180,2007-11-14,Ni znano,Europe,2.6729391639046296e-08,2007
744,Aron_08,2436,42503362,Germany,54,1480,767,124,589,Nima naslova,2167,2253,,,3478,2018-01-20,Ni znano,Europe,1.1964994255606259e-08,2018
745,CoachBucci,2436,388788753,Canada,3,431,206,39,186,Nima naslova,2600,2622,Andrew,Bucci,921,2024-09-15,Moški,North America,2.4068091325987446e-08,2024
746,db290693,2436,299069041,United Kingdom,164,2357,1173,252,932,Nima naslova,Ne igra strele,Ne igra metka,,,85,2023-07-10,Ni znano,Europe,1.4648750288012741e-08,2023
747,fire-beast,2436,28225198,Luxembourg,89,400,236,27,137,Nima naslova,2324,2544,,,5265,2016-05-16,Ni znano,Europe,1.466333711158653e-06,2016
748,London,2436,238824725,United States,2,54,41,4,9,Nima naslova,2727,2624,,,477,2023-02-03,Ni znano,North America,2.9402166800915e-09,2023
749,UnNainPrevuu,2436,192003737,Scotland,162,262,179,11,72,Nima naslova,2128,Ne igra metka,,,66,2022-08-02,Ni znano,Ni podatka,Ni znano,2022
750,czarkoj,2436,1690903,Poland,112,31374,14207,2226,14941,Nima naslova,2445,2141,Czesław,M.,7963,2009-01-02,Moški,Europe,2.6729391639046296e-08,2009
751,carlitomontoya3,2436,15667682,Spain,163,2547,1317,298,932,Nima naslova,2306,1869,Carlito,Montoya,1259,2014-01-20,Ni znano,Europe,2.0277415730152532e-08,2014
752,dragon1249,2435,7750788,United States,2,100,49,29,22,FM,2838,2791,Roland,Feng,13747,2012-05-31,Moški,North America,2.9402166800915e-09,2012
753,elpidiopaez,2435,465337868,Brazil,27,102,79,5,18,Nima naslova,2269,Ne igra metka,,,27,2025-07-08,Ni znano,South America,4.7040284123316105e-09,2025
754,Anonymous3707,2435,43528952,India,69,905,526,70,309,Nima naslova,2642,2600,,,1604,2018-02-20,Ni znano,Asia,7.054713536302145e-10,2018
755,GX_34,2435,361764527,Vatican City,147,286,176,25,85,Nima naslova,2336,Ne igra metka,,,98,2024-05-07,Ni znano,Europe,Ni znano,2024
756,CoachFishyFinn,2435,31926978,United States,2,902,775,40,87,Nima naslova,2285,2103,Sean,Finn,1835,2016-12-27,Moški,North America,2.9402166800915e-09,2016
757,Ajedrista,2435,30929200,Italy,76,75,58,5,12,Nima naslova,2514,2416,,,79,2016-11-15,Ni znano,Europe,1.697221260133493e-08,2016
758,SaurabhxD,2435,28518240,India,69,476,263,33,180,Nima naslova,2287,2216,Saurabh,Kumar,1477,2016-06-06,Ni znano,Asia,7.054713536302145e-10,2016
759,thomasexpert,2435,191670329,Belgium,5,129,94,17,18,Nima naslova,2195,1575,Thomas,Peeters,270,2022-07-30,Moški,Europe,8.456265589654132e-08,2022
760,lilian421,2435,166824717,France,52,567,362,55,150,Nima naslova,2407,2523,,,565,2021-12-29,Ni znano,Europe,1.4562824022834507e-08,2021
761,83as,2435,149951187,United States,2,255,169,8,78,Nima naslova,2177,Ne igra metka,,,18,2021-08-03,Ni znano,North America,2.9402166800915e-09,2021
762,DrunkChess4Fun,2434,75343812,Bulgaria,28,390,205,43,142,Nima naslova,2237,1984,V,Br.,688,2020-04-01,Ni znano,Europe,1.5534318416245168e-07,2020
763,kamilmistrz1,2434,47896904,Poland,112,566,319,56,191,Nima naslova,2434,2556,,,887,2018-07-15,Ni znano,Europe,2.6729391639046296e-08,2018
764,Biciklista1,2434,381404533,Serbia,231,847,547,63,237,Nima naslova,2317,Ne igra metka,,,276,2024-08-16,Ni znano,Europe,1.5225838003478496e-07,2024
765,ReifenO,2434,364421691,Norway,104,324,252,18,54,Nima naslova,2369,Ne igra metka,,,82,2024-05-20,Ni znano,Europe,1.7835027423138165e-07,2024
766,rzanklot,2434,182876511,Poland,112,5041,2811,396,1834,Nima naslova,2194,2096,,,703,2022-05-06,Ni znano,Europe,2.6729391639046296e-08,2022
767,LikeWater,2434,18114192,United States,2,90,71,2,17,IM,2777,2856,Alexander,Velikanov,11743,2014-07-17,Moški,North America,2.9402166800915e-09,2014
768,Assumpcaos,2434,12347354,Brazil,27,12874,6633,1206,5035,FM,2119,1821,Roberto,Assumpcao,7222,2013-06-16,Moški,South America,4.7040284123316105e-09,2013
769,radiochess18,2433,95582802,Netherlands,101,6658,3389,873,2396,Nima naslova,2290,2060,,,1865,2020-11-07,Ni znano,Europe,5.530684986950072e-08,2020
770,Muradik2010,2433,65837918,Ukraine,141,1194,609,58,527,Nima naslova,2769,2531,Murad,Babayev,1681,2019-09-23,Moški,Europe,3.0430284218854606e-08,2019
771,papapizza,2433,59867446,Vatican City,147,125,100,7,18,IM,2721,2727,Ben,Li,8491,2019-04-15,Moški,Europe,Ni znano,2019
772,Storm1304,2433,52428638,Germany,54,214,139,21,54,Nima naslova,2273,2203,,,510,2018-11-27,Ni znano,Europe,1.1964994255606259e-08,2018
773,alejogarcia1999,2433,49983720,United States,2,1267,699,336,232,FM,2624,2611,Alejandro,Garcia Garcia,4079,2018-09-21,Moški,North America,2.9402166800915e-09,2018
774,Durgesh455,2433,466500352,India,69,640,398,18,224,Nima naslova,Ne igra strele,Ne igra metka,Alok,Mishra,30,2025-07-13,Moški,Asia,7.054713536302145e-10,2025
775,NicoMaster57,2433,465224854,France,52,92,67,9,16,Nima naslova,2492,2480,,,30,2025-07-07,Ni znano,Europe,1.4562824022834507e-08,2025
776,sigmaboygo,2433,409577653,Norway,104,361,204,23,134,Nima naslova,2578,2482,,,459,2024-12-15,Ni znano,Europe,1.7835027423138165e-07,2024
777,La_dudulle,2433,384000469,France,52,687,383,48,256,Nima naslova,2520,2366,,,134,2024-08-29,Ni znano,Europe,1.4562824022834507e-08,2024
778,Love7Unicorn,2433,353897433,Olympic,354,143,127,7,9,IM,2668,2714,Илья,Чеклецов,731,2024-03-29,Ni znano,Ni podatka,Ni znano,2024
779,AlexanderIsaakLj,2433,317557323,United States,2,165,108,11,46,Nima naslova,2503,2305,,,105,2023-10-05,Ni znano,North America,2.9402166800915e-09,2023
780,Qnsbeat,2433,31426346,South Korea,175,251,130,20,101,Nima naslova,2413,2199,경식,장,345,2016-12-06,Ni znano,Asia,1.9544770247512235e-08,2016
781,MentalBreaker87,2433,266992073,Türkiye,138,1035,549,95,391,Nima naslova,2500,1600,,,359,2023-03-26,Ni znano,Asia,1.1673386490511218e-08,2023
782,Toruniak44,2433,240440461,Poland,112,1493,906,87,500,Nima naslova,2340,Ne igra metka,Jarek,z,202,2023-02-06,Moški,Europe,2.6729391639046296e-08,2023
783,Doctor_DC,2433,200743151,India,69,386,272,15,99,Nima naslova,1937,1555,,,42,2022-10-07,Ni znano,Asia,7.054713536302145e-10,2022
784,BobbyTal2,2433,189623121,India,69,363,233,25,105,Nima naslova,2487,2035,,,361,2022-07-10,Ni znano,Asia,7.054713536302145e-10,2022
785,GensUnaSumus,2433,148350773,United States,2,591,320,73,198,NM,2694,2648,Will,Moorhouse,6959,2021-07-19,Moški,North America,2.9402166800915e-09,2021
786,EoramLee,2433,145069737,France,52,1440,839,95,506,Nima naslova,2417,2502,Eoram,Lee,1608,2021-06-18,Ni znano,Europe,1.4562824022834507e-08,2021
787,blairfallarme,2433,11368716,Philippines,111,163,114,18,31,Nima naslova,2584,2343,Bryan Blair,Fallarme,1110,2013-04-01,Moški,Asia,8.762429506254623e-09,2013
788,pomurich,2432,450036860,International,225,135,95,8,32,Nima naslova,Ne igra strele,Ne igra metka,,,17,2025-05-06,Ni znano,Ni podatka,Ni znano,2025
789,Zacharat,2432,449458286,France,52,362,235,26,101,Nima naslova,1960,1075,,,32,2025-05-04,Ni znano,Europe,1.4562824022834507e-08,2025
790,BlunderingMyself,2432,389361855,Vatican City,147,663,300,49,314,Nima naslova,2503,2606,,,422,2024-09-18,Ni znano,Europe,Ni znano,2024
791,Orosz_Milos_Mark,2432,287087431,Hungary,67,6248,3303,309,2636,Nima naslova,2256,2172,Milos,Orosz,494,2023-05-20,Ni znano,Europe,1.0482727505062633e-07,2023
792,BKSCh3ss,2432,182119141,United States,2,1100,616,90,394,Nima naslova,2313,2187,,,513,2022-04-29,Ni znano,North America,2.9402166800915e-09,2022
793,Foxerigor,2432,125769138,Ukraine,141,350,172,33,145,Nima naslova,2351,2371,,,143,2021-03-04,Ni znano,Europe,3.0430284218854606e-08,2021
794,Omeryxl,2431,93863578,Türkiye,138,1187,711,76,400,Nima naslova,940,1416,ömer faruk,yüksel,54,2020-10-24,Ni znano,Asia,1.1673386490511218e-08,2020
795,TrashyDude,2431,73243732,Nepal,100,2189,1134,143,912,Nima naslova,2331,2521,,,7428,2020-03-08,Ni znano,Asia,3.343157759602886e-08,2020
796,Romnine,2431,68941062,Switzerland,133,1237,583,94,560,Nima naslova,2383,2385,Gordon,,625,2019-12-06,Moški,Europe,1.1028831129184669e-07,2019
797,EnigmaticEntity07,2431,63416536,India,69,282,167,14,101,Nima naslova,2702,2802,Not,Your Concern,3274,2019-07-18,Ni znano,Asia,7.054713536302145e-10,2019
798,labasch64,2431,63369994,Slovenia,127,144,95,11,38,Nima naslova,2433,2138,,,308,2019-07-17,Ni znano,Europe,4.693429855282784e-07,2019
799,vibhu11,2431,51483064,United States,2,2228,1013,193,1022,NM,2764,2556,Sri Vibhav,Bondalapati,6321,2018-11-04,Ni znano,North America,2.9402166800915e-09,2018
800,Life_is_chess2025,2431,452732858,International,225,160,105,5,50,Nima naslova,2359,1791,,,127,2025-05-18,Ni znano,Ni podatka,Ni znano,2025
801,ChessWizzKidd,2431,43358306,India,69,1598,724,138,736,Nima naslova,2453,2462,,,2849,2018-02-14,Ni znano,Asia,7.054713536302145e-10,2018
802,slothwrh,2431,372130129,United Kingdom,164,4332,2159,654,1519,Nima naslova,Ne igra strele,Ne igra metka,,,593,2024-06-27,Ni znano,Europe,1.4648750288012741e-08,2024
803,MadMaxPayne26,2431,34796850,Russia,116,1566,833,198,535,Nima naslova,2637,2569,,,1673,2017-04-15,Ni znano,Asia,6.847986512205766e-09,2017
804,Noname372k,2431,342975761,Vietnam,149,385,174,41,170,NM,2478,2511,Dinh Trung,Nguyen,832,2024-02-03,Moški,Asia,9.867401853887461e-09,2024
805,Puzzles,2431,301832423,United States,2,567,311,50,206,Nima naslova,2168,2310,,,3821,2023-07-24,Ni znano,North America,2.9402166800915e-09,2023
806,ArnaCat,2431,299874257,France,52,1304,733,98,473,Nima naslova,2397,2297,,,471,2023-07-14,Ni znano,Europe,1.4562824022834507e-08,2023
807,Skywarriar_azaka19,2431,258351721,Kazakhstan,81,314,180,27,107,Nima naslova,2613,2479,My Name,?,855,2023-03-07,Ženska,Asia,4.904891456959258e-08,2023
808,MuradChessBornTV,2431,246358933,Azerbaijan,156,661,355,64,242,Nima naslova,2552,2494,Murad,Hashimov,2804,2023-02-15,Moški,Asia,9.769224539471428e-08,2023
809,VarunKumarthakur0,2431,225910125,India,69,33,16,5,12,Nima naslova,2248,1988,,,37,2023-01-15,Ni znano,Asia,7.054713536302145e-10,2023
810,MA-issapour,2431,19317324,Iran,71,626,318,65,243,Nima naslova,2408,2012,MohammadAli,Isapour,331,2014-10-15,Ni znano,Asia,1.1633182489733717e-08,2014
811,katostu07,2431,171023639,Vietnam,149,1487,660,124,703,Nima naslova,2221,2214,,,239,2022-01-30,Ni znano,Asia,9.867401853887461e-09,2022
812,gmatingo,2431,16575070,Chile,32,178,95,23,60,CM,2503,2352,Martin,Diaz Vasquez,450,2014-03-22,Moški,South America,4.948791636225412e-08,2014
813,pooh2012,2430,6762625,United States,2,764,580,39,145,NM,2760,2932,Kevin,Yang,5360,2012-02-24,Moški,North America,2.9402166800915e-09,2012
814,StauntonCapablanca,2430,473319248,Netherlands,101,123,94,21,8,Nima naslova,Ne igra strele,Ne igra metka,,,12,2025-08-09,Ni znano,Europe,5.530684986950072e-08,2025
815,GMChessrob,2430,42578298,United States,2,595,264,246,85,GM,2856,2827,Robert,Aghasaryan,118480,2018-01-22,Moški,North America,2.9402166800915e-09,2018
816,ChessTigerTF,2430,418198523,Spain,163,252,156,21,75,Nima naslova,2117,Ne igra metka,,,92,2025-01-16,Ni znano,Europe,2.0277415730152532e-08,2025
817,okolka1231,2430,324292515,Angola,319,1649,689,195,765,Nima naslova,2400,1511,,,536,2023-11-06,Ni znano,Africa,2.764648691529097e-08,2023
818,ostadbozorg1400,2430,32022840,Iran,71,505,296,32,177,Nima naslova,2355,2102,Omar,Shariati,286,2016-12-30,Moški,Asia,1.1633182489733717e-08,2016
819,chesrookie930,2430,25294434,United States,2,1428,817,141,470,Nima naslova,2403,2417,Joseph,Pregon,4107,2015-11-27,Moški,North America,2.9402166800915e-09,2015
820,CzechChessplayer17,2430,211393395,Czech Republic,40,3686,2035,372,1279,Nima naslova,2223,2009,Šimon,Šotek,1295,2022-12-08,Ni znano,Europe,9.19381715796127e-08,2022
821,Amirreza_p,2430,20739392,Iran,71,29,23,3,3,GM,2675,2340,Amirreza,Pourramezanali,14701,2015-01-22,Ni znano,Asia,1.1633182489733717e-08,2015
822,ahmad_alkhatib11,2430,19151448,Jordan,80,180,120,16,44,GM,2711,2603,Ahmad,Al khatib,19025,2014-10-03,Moški,Asia,8.522243054371911e-08,2014
823,JaOpet,2430,126898156,Serbia,231,396,179,61,156,Nima naslova,2294,2175,,,243,2021-03-09,Ni znano,Europe,1.5225838003478496e-07,2021
824,kamilkawecki,2430,101228318,Poland,112,2125,1055,151,919,Nima naslova,2288,1866,,,888,2020-12-02,Ni znano,Europe,2.6729391639046296e-08,2020
825,Molton,2429,5859638,Australia,17,127,71,32,24,GM,2795,2719,Moulthun,Ly,61400,2011-09-26,Ni znano,Oceania,3.649633304918505e-08,2011
826,Anthony-CAC,2429,387781363,Peru,110,542,348,24,170,Nima naslova,2286,2132,Anthony,Cruces,62,2024-09-11,Moški,South America,2.9111874722054376e-08,2024
827,KPplaysCheckers,2429,378403553,United Kingdom,164,291,141,31,119,Nima naslova,2492,2597,,,151,2024-07-31,Ni znano,Europe,1.4648750288012741e-08,2024
828,antonvandenl,2429,376969785,Netherlands,101,200,142,23,35,Nima naslova,2339,2011,,,147,2024-07-23,Ni znano,Europe,5.530684986950072e-08,2024
829,Formidable0228,2429,320059617,Türkiye,138,21,10,1,10,Nima naslova,2491,2344,,,134,2023-10-16,Ni znano,Asia,1.1673386490511218e-08,2023
830,thunderfinder,2429,31544298,Malaysia,92,272,182,28,62,Nima naslova,2385,2351,Pin Xie,Loo,527,2016-12-11,Ni znano,Asia,2.9212688823517382e-08,2016
831,GM-vuelv,2429,234645645,Vietnam,149,1083,597,72,414,Nima naslova,2102,2033,Lê,Minh Vũ,545,2023-01-28,Ni znano,Asia,9.867401853887461e-09,2023
832,perenoel3630,2429,2017124,France,52,253,168,20,65,Nima naslova,1509,1042,Père,Noël,182,2009-07-07,Ni znano,Europe,1.4562824022834507e-08,2009
833,S2501,2429,190495795,India,69,1584,846,108,630,Nima naslova,2299,2098,,,560,2022-07-19,Ni znano,Asia,7.054713536302145e-10,2022
834,betterchess2000,2429,188556981,Greece,56,83,53,17,13,Nima naslova,2443,2284,,,368,2022-06-30,Ni znano,Europe,9.614718980993623e-08,2022
835,OmgMyNameWontFi,2429,17951906,Greece,56,698,396,75,227,Nima naslova,2433,2520,First Name,Last Name,3108,2014-07-05,Ni znano,Europe,9.614718980993623e-08,2014
836,SahibSinghKnight,2428,75631914,India,69,355,230,36,89,IM,2863,2716,Sahib,Singh,2710,2020-04-04,Moški,Asia,7.054713536302145e-10,2020
837,GOAT160510,2428,55671570,India,69,4805,1953,562,2290,Nima naslova,2403,2475,,,1633,2019-01-07,Ni znano,Asia,7.054713536302145e-10,2019
838,NoCastlingForMe1,2428,443487805,United States,2,165,133,6,26,Nima naslova,Ne igra strele,Ne igra metka,,,37,2025-04-09,Ni znano,North America,2.9402166800915e-09,2025
839,Oh_no_my_Alien_Gambit,2428,419269679,Hungary,67,82,60,7,15,Nima naslova,2436,2245,Szabolcs,Pétervári,94,2025-01-20,Moški,Europe,1.0482727505062633e-07,2025
840,Eurus_2004,2428,374659795,Brazil,27,1771,992,131,648,Nima naslova,2461,2435,,,2420,2024-07-10,Ni znano,South America,4.7040284123316105e-09,2024
841,Razunikhine,2428,236276739,Ukraine,141,142,98,15,29,Nima naslova,2536,Ne igra metka,,,192,2023-01-31,Ni znano,Europe,3.0430284218854606e-08,2023
842,K0jir0Hyuga,2428,178569559,International,225,293,136,30,127,Nima naslova,2479,1811,,,1406,2022-03-30,Ni znano,Ni podatka,Ni znano,2022
843,dangne1234,2428,176318081,Vietnam,149,4033,2048,200,1785,Nima naslova,1929,2000,Ngx,Đăng,163,2022-03-12,Ni znano,Asia,9.867401853887461e-09,2022
844,RoronoaZoro-Fan,2428,141136179,International,225,83,73,0,10,Nima naslova,2354,2377,";Pirate Hunter";,Zoro,294,2021-05-20,Ni znano,Ni podatka,Ni znano,2021
845,martinez_95,2427,85503932,Slovakia,126,3789,2165,278,1346,FM,2322,2257,Martin,Chlpík,3916,2020-07-03,Moški,Europe,1.8463885931589825e-07,2020
846,d_radulov,2427,6086478,Bulgaria,28,2061,885,156,1020,Nima naslova,2403,2317,,,1311,2011-11-07,Ni znano,Europe,1.5534318416245168e-07,2011
847,KunakkuzinRinatYT,2427,50678524,Russia,116,177,124,7,46,Nima naslova,2165,2329,Rinat,Kunakkuzin,29,2018-10-12,Moški,Asia,6.847986512205766e-09,2018
848,JackWiIshere,2427,42307156,England,159,1165,574,90,501,Nima naslova,2504,2411,Jack,Wilshere,1485,2018-01-13,Moški,Ni podatka,Ni znano,2018
849,NewLegend777,2427,414771637,Botswana,181,810,360,115,335,Nima naslova,2187,2206,,,352,2025-01-03,Ni znano,Africa,4.237990277202706e-07,2025
850,Checkmatehunter34,2427,382587609,Japan,78,223,98,35,90,Nima naslova,2336,2317,,,203,2024-08-22,Ni znano,Asia,8.106355382619975e-09,2024
851,rojitto,2427,38118290,Argentina,4,1346,941,174,231,Nima naslova,2636,2616,Gonzalo,Rojo,29400,2017-08-25,Moški,South America,2.1246019106842426e-08,2017
852,SteP007,2427,3741371,Czech Republic,40,307,171,45,91,FM,2042,1758,Stepan,Papacek,6528,2010-07-24,Moški,Europe,9.19381715796127e-08,2010
853,Shtam_ssehC,2427,286207393,India,69,200,137,13,50,Nima naslova,2482,2100,Arjun,Gupta,77,2023-05-17,Moški,Asia,7.054713536302145e-10,2023
854,bilelou,2427,28243446,Spain,163,46,30,7,9,GM,2501,2509,Bilel,Bellahcene,9093,2016-05-18,Moški,Europe,2.0277415730152532e-08,2016
855,Only_5blunders,2427,26277996,Uganda,220,294,163,20,111,Nima naslova,2455,2606,,,1193,2016-01-22,Ni znano,Africa,2.1783921492315384e-08,2016
856,ExCapiteNoctium,2427,197433307,Greece,56,601,360,38,203,Nima naslova,Ne igra strele,Ne igra metka,,,40,2022-09-15,Ni znano,Europe,9.614718980993623e-08,2022
857,BilicVladimir,2427,164210769,Bosnia-Herzegovina,26,27,23,4,0,FM,2769,2400,Vladimir,Bilic,4149,2021-12-09,Moški,Europe,2.922267679719462e-07,2021
858,Hoanghkn,2427,146762513,Vietnam,149,1131,522,101,508,Nima naslova,2402,2605,,,960,2021-07-04,Ni znano,Asia,9.867401853887461e-09,2021
859,TosicSrecko,2427,12974014,Serbia,231,54,33,6,15,FM,2501,2121,Srecko,Tosic,4881,2013-08-01,Ni znano,Europe,1.5225838003478496e-07,2013
860,Szymix3,2427,102813898,Uganda,220,2479,1334,141,1004,Nima naslova,2239,2153,,,364,2020-12-08,Ni znano,Africa,2.1783921492315384e-08,2020
861,DunkinDonut007,2426,75089250,United States,2,159,113,10,36,Nima naslova,2783,2607,,,331,2020-03-30,Ni znano,North America,2.9402166800915e-09,2020
862,TanmayR12,2426,75074078,India,69,1962,1107,88,767,Nima naslova,2596,2427,,,859,2020-03-30,Ni znano,Asia,7.054713536302145e-10,2020
863,LaNinaBonita,2426,68063344,England,159,73,53,8,12,WGM,2569,2273,,,5853,2019-11-16,Ni znano,Ni podatka,Ni znano,2019
864,smarteddy,2426,46905368,China,33,530,280,35,215,Nima naslova,2214,1971,,,256,2018-06-07,Ni znano,Asia,7.100860624307666e-10,2018
865,socceryo,2426,451418372,Egypt,45,259,187,13,59,Nima naslova,2364,2027,,,61,2025-05-12,Ni znano,Africa,9.322161406512797e-09,2025
866,Ykael04,2426,447840232,Philippines,111,187,128,10,49,Nima naslova,1981,1766,,,45,2025-04-27,Ni znano,Asia,8.762429506254623e-09,2025
867,Bobby_Fischer0707,2426,406488879,India,69,382,311,11,60,Nima naslova,2251,Ne igra metka,Akshvardhan,Bamania,82,2024-12-02,Ni znano,Asia,7.054713536302145e-10,2024
868,noonstar,2426,31171522,Netherlands,101,343,201,24,118,Nima naslova,2336,1988,D.,1972,1092,2016-11-26,Ni znano,Europe,5.530684986950072e-08,2016
869,ersamuels1128,2426,287694693,South Africa,129,96,77,7,12,Nima naslova,2414,2172,Ethan,Samuels,335,2023-05-22,Moški,Africa,1.5847623201205625e-08,2023
870,mariomangubat,2426,222357107,Philippines,111,421,223,46,152,Nima naslova,2318,2040,,,277,2023-01-08,Ni znano,Asia,8.762429506254623e-09,2023
871,Defenstrator,2426,181469373,United States,2,8197,4210,657,3330,NM,2580,2616,Bryan,Weisz,9199,2022-04-23,Moški,North America,2.9402166800915e-09,2022
872,BoroczChess,2426,150884389,European Union,351,1579,903,100,576,Nima naslova,2228,916,István,Böröcz,593,2021-08-12,Moški,Ni podatka,Ni znano,2021
873,english_player_89,2425,74148974,England,159,79,50,4,25,FM,2518,2323,Mateusz,Brozyna,990,2020-03-22,Moški,Ni podatka,Ni znano,2020
874,Gaguna,2425,47355744,Georgia,53,65,38,13,14,GM,2704,2543,GM Merab,Gagunashvili,1921,2018-06-24,Ni znano,Asia,2.699419624780672e-07,2018
875,Myhandbigggest,2425,445147219,Sweden,132,103,81,9,13,Nima naslova,Ne igra strele,2268,,,63,2025-04-16,Ni znano,Europe,9.440476192723924e-08,2025
876,PhantomMagus,2425,431902705,Indonesia,70,455,303,21,131,Nima naslova,1888,2326,Magus,Magus,180,2025-02-23,Ni znano,Asia,3.515694987049973e-09,2025
877,Swiezen,2425,39063902,Ukraine,141,191,144,23,24,FM,2714,2680,Aleksei,Kukelko,2074,2017-09-30,Moški,Europe,3.0430284218854606e-08,2017
878,certai,2425,38211234,Canada,3,1079,626,129,324,NM,2666,2705,Derek,Wang,3527,2017-08-29,Moški,North America,2.4068091325987446e-08,2017
879,HaDonna,2425,37241666,United Kingdom,164,75,52,4,19,Nima naslova,2649,2820,,,1445,2017-07-23,Ni znano,Europe,1.4648750288012741e-08,2017
880,AEC357,2425,372225285,Belgium,5,629,365,51,213,Nima naslova,Ne igra strele,Ne igra metka,,,158,2024-06-27,Ni znano,Europe,8.456265589654132e-08,2024
881,TheOtherWorldySage,2425,368049001,Spain,163,214,113,31,70,Nima naslova,2413,2313,,,362,2024-06-07,Ni znano,Europe,2.0277415730152532e-08,2024
882,VTVCAB69,2425,364896051,Vietnam,149,203,172,15,16,Nima naslova,2209,1436,,,19,2024-05-22,Ni znano,Asia,9.867401853887461e-09,2024
883,bravetothegrave,2425,339448181,Bulgaria,28,267,136,32,99,Nima naslova,2254,2036,,,443,2024-01-17,Ni znano,Europe,1.5534318416245168e-07,2024
884,ILYA009,2425,26596120,Russia,116,206,134,18,54,Nima naslova,2405,2604,,,611,2016-02-08,Ni znano,Asia,6.847986512205766e-09,2016
885,snakemaster_2013,2425,232427163,International,225,1216,657,108,451,Nima naslova,2350,2156,,,506,2023-01-25,Ni znano,Ni podatka,Ni znano,2023
886,RoseyChess,2425,220783495,United States,2,55,32,6,17,NM,2655,2829,Nicholas,Rosenthal,50237,2023-01-05,Moški,North America,2.9402166800915e-09,2023
887,Starflash369,2425,184657967,India,69,1159,585,89,485,Nima naslova,1537,1748,,,426,2022-05-23,Ni znano,Asia,7.054713536302145e-10,2022
888,yuaato,2425,171625993,Serbia,231,5905,3118,737,2050,Nima naslova,Ne igra strele,Ne igra metka,,,748,2022-02-04,Ni znano,Europe,1.5225838003478496e-07,2022
889,Flamingdonkey,2425,14454364,International,225,279,164,25,90,NM,2502,2701,Ash,Stewart,2140,2013-11-17,Ni znano,Ni podatka,Ni znano,2013
890,SimplyaBeginner,2425,142997327,Canada,3,410,264,27,119,Nima naslova,2400,2400,James,Otieno,3559,2021-06-02,Moški,North America,2.4068091325987446e-08,2021
891,Cavi8888,2425,113840512,Argentina,4,1421,766,205,450,Nima naslova,800,1699,Franco,Caviglia,383,2021-01-19,Moški,South America,2.1246019106842426e-08,2021
892,MarCorJ,2424,98089464,Austria,18,357,222,17,118,Nima naslova,2650,2600,,,382,2020-11-20,Ni znano,Europe,1.0868465375949455e-07,2020
893,Aware_64_Master,2424,93606554,India,69,2735,1434,97,1204,Nima naslova,1022,Ne igra metka,,,29,2020-10-21,Ni znano,Asia,7.054713536302145e-10,2020
894,4rtKiller,2424,90163330,Russia,116,186,150,10,26,Nima naslova,2169,1819,,,201,2020-08-30,Ni znano,Asia,6.847986512205766e-09,2020
895,TheNomNomFactor,2424,8689694,United States,2,254,132,37,85,IM,2705,2706,Craig,Hilby,46353,2012-08-26,Moški,North America,2.9402166800915e-09,2012
896,repeated_blunder,2424,82541824,Czech Republic,40,1723,968,136,619,Nima naslova,2258,2114,,,3365,2020-06-13,Ni znano,Europe,9.19381715796127e-08,2020
897,MathJazzy,2424,78627526,Uzbekistan,145,65,36,10,19,Nima naslova,2464,2366,,,262,2020-05-05,Ni znano,Asia,2.6412420704960713e-08,2020
898,Ford,2424,76850684,Barbados,21,384,310,35,39,Nima naslova,2601,2706,Moises,Ford,9496,2020-04-15,Moški,North America,3.7341299477221806e-06,2020
899,mrityunjay2021,2424,64606228,India,69,809,504,63,242,Nima naslova,2319,2081,Mrityunjay,Kumar,1029,2019-08-23,Ni znano,Asia,7.054713536302145e-10,2019
900,drisdan13,2424,6423901,France,52,582,439,28,115,CM,2472,2500,Tristan,Bregnac,3843,2012-01-01,Moški,Europe,1.4562824022834507e-08,2012
901,Morpex8887,2424,57261882,Ukraine,141,138,88,12,38,Nima naslova,2507,Ne igra metka,Dmytro,Vus,413,2019-02-12,Moški,Europe,3.0430284218854606e-08,2019
902,Sohan-chakraborty9,2424,467653360,India,69,188,119,15,54,Nima naslova,2526,2210,Sohan,Chakraborty,32,2025-07-18,Moški,Asia,7.054713536302145e-10,2025
903,Lao_cxp,2424,391209701,Iceland,68,567,354,94,119,Nima naslova,1921,Ne igra metka,,,27,2024-09-25,Ni znano,Europe,2.5522574717337483e-06,2024
904,DinamicosKing,2424,355592861,Poland,112,111,76,10,25,Nima naslova,2702,2722,,,854,2024-04-07,Ni znano,Europe,2.6729391639046296e-08,2024
